F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
S,G,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,4.0,0.2,0.4,NA,0.1,0.0,
S,H,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,3.3,0.4,0.9,NA,0.0,0.5,
S,I,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,5.0,0.3,0.6,NA,0.0,0.3,
S,J,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,5.0,0.6,0.9,NA,0.0,0.0,
S,K,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.9,2.0,0.0,2.5,NA,0.0,0.0,
S,L,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,6.3,0.7,3.7,NA,0.0,0.0,
C,A,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.1,1.5,0.5,3.7,NA,0.0,0.1,
C,B,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,1.9,0.3,0.5,4.5,NA,1.9,0.0,
C,C,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.2,2.3,1.5,2.2,NA,0.0,0.2,
C,D,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.1,0.9,1.5,0.8,NA,0.0,6.1,
C,E,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.5,0.9,1.2,0.5,NA,0.0,0.5,
C,F,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.3,1.8,1.6,1.7,NA,0.0,0.9,
C,G,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.0,2.5,0.3,3.1,NA,0.0,0.0,
C,H,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.0,1.4,0.6,4.0,NA,0.0,0.2,
C,I,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,2.0,2.2,1.6,0.7,NA,0.0,0.0,
C,J,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.3,0.7,0.4,0.6,NA,0.2,0.0,
C,K,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.6,0.8,1.4,4.0,NA,0.0,0.0,
C,L,2021,288,10/15/2021,11/10/2021,11/29/2021,EP,0.2,2.5,0.7,3.4,NA,0.2,0.0,
S,A,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.0,18.8,1.3,3.0,NA,1.1,0.5,
S,B,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.3,16.0,2.7,1.2,NA,1.0,0.7,
S,C,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.3,17.0,0.7,1.3,NA,0.5,1.8,
S,D,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.2,13.4,2.5,1.3,NA,11.2,0.8,
S,E,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.0,16.7,2.8,1.2,NA,0.1,6.9,
S,F,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.2,27.9,2.8,3.1,NA,2.8,3.4,
S,G,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.0,21.8,5.4,3.4,NA,1.4,1.9,
S,H,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.0,20.6,6.7,8.3,NA,3.4,0.5,
S,I,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.3,19.4,3.2,6.2,NA,0.8,0.7,
S,J,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,2.1,23.0,3.6,2.3,NA,0.4,0.4,
S,K,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,1.5,23.1,3.0,6.8,NA,0.4,0.8,
S,L,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.6,18.7,4.4,12.2,NA,1.2,0.3,
F,A,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.2,16.9,0.3,4.5,NA,0.4,0.8,
F,B,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,1.3,19.2,3.5,1.5,NA,149.7,8.5,
F,C,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.6,25.3,1.7,1.0,NA,4.0,1.0,
F,D,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,1.0,23.5,3.6,1.1,NA,3.6,0.8,
F,E,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,1.2,15.8,3.4,0.8,NA,0.8,0.4,
F,F,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.1,17.1,3.5,0.9,NA,0.1,6.8,
F,G,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.0,17.2,3.5,1.8,NA,0.2,11.5,
F,H,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,1.2,17.6,2.3,8.0,NA,2.3,1.2,
F,I,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.4,20.1,4.5,3.4,NA,0.0,3.3,
F,J,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.4,15.7,5.2,0.9,NA,0.5,4.4,
F,K,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,0.2,20.4,6.3,1.8,NA,3.7,3.6,
F,L,2021,299,10/28/2021,11/22/2021,2/26/2023,AES,2.5,19.6,3.4,2.6,NA,5.9,0.9,
C,A,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.4,12.5,7.5,7.3,NA,0.4,0.0,
C,B,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,4.5,11.5,9.3,13.5,NA,1.9,1.5,
C,C,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.5,13.4,13.7,8.0,NA,8.5,7.0,
C,D,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,1.5,10.7,11.9,7.3,NA,3.1,2.8,
C,E,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.2,7.0,5.5,10.5,NA,2.7,2.0,
C,F,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.3,7.7,6.8,16.1,NA,3.6,8.9,
C,G,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.8,11.5,4.3,9.0,NA,0.5,0.4,
C,H,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,0.5,10.5,5.2,8.9,NA,3.0,0.8,
C,I,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,2.7,19.3,6.8,7.6,NA,0.1,3.6,
C,J,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,3.0,6.8,6.1,6.7,NA,1.5,6.9,
C,K,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,5.3,6.3,9.2,3.1,NA,2.4,0.2,
C,L,2021,299,10/28/2021,12/7/2021,2/26/2023,AES,3.2,6.6,7.6,6.5,NA,2.8,0.1,
F,A,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,51.3,0.0,1.7,
F,B,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,57.4,0.6,2.5,
F,C,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,50.5,0.2,5.2,
F,D,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,43.1,3.3,7.0,
F,E,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,34.6,1.0,7.4,
F,F,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,54.5,0.0,8.2,
F,G,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.8,4.3,9.6,
F,H,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,38.2,0.0,3.0,
F,I,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.4,0.5,6.6,
F,J,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.6,0.1,6.5,
F,K,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,52.1,3.7,3.8,
F,L,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,49.9,0.0,3.4,
S,A,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,50.9,0.0,1.7,
S,B,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,55.0,0.5,1.6,
S,C,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.0,0.0,1.4,
S,D,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,44.2,1.6,1.9,
S,E,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,50.9,0.7,0.9,
S,F,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.2,0.0,1.0,
S,G,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.9,0.2,1.2,
S,H,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.1,0.0,1.2,
S,I,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,53.8,0.5,0.2,
S,J,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,56.7,0.0,1.2,
S,K,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.1,0.0,1.0,
S,L,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,63.3,0.0,4.7,
C,A,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,63.3,1.9,0.0,
C,B,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,63.3,152.9,0.0,
C,C,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,63.7,0.0,10.4,
C,D,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.2,0.0,0.8,
C,E,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.7,4.7,0.8,
C,F,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,67.9,0.0,5.2,
C,G,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,84.8,6.5,0.0,
C,H,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,67.8,3.0,0.3,
C,I,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.2,0.4,1.2,
C,J,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,47.4,0.3,0.6,
C,K,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,46.4,0.1,0.9,
C,L,2021,316,11/12/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,66.6,1.3,1.5,
F,A,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,66.9,4.4,29.2,
F,B,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,71.6,0.0,21.2,
F,C,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,59.9,8.8,29.4,
F,D,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,76.8,4.6,20.9,
F,E,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,70.2,5.8,19.9,
F,F,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,64.9,0.0,29.9,
F,G,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,85.3,13.6,50.7,
F,H,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,66.4,8.4,20.4,
F,I,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,65.6,7.1,32.7,
F,J,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,79.3,6.9,38.7,
F,K,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,73.7,15.6,25.9,
F,L,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,92.7,11.2,15.4,
S,A,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,67.3,0.6,18.2,
S,B,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,71.7,3.5,13.4,
S,C,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,73.7,11.8,18.4,
S,D,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,87.7,0.5,14.8,
S,E,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,51.2,3.1,18.4,
S,F,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,71.0,9.3,19.0,
S,G,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,48.9,1.1,14.4,
S,H,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.3,7.3,16.7,
S,I,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,40.1,3.9,20.1,
S,J,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,58.4,7.3,21.8,
S,K,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,NA,NA,NA,"trap tipped, no sample"
S,L,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,74.5,33.9,22.3,
C,A,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,78.0,2.0,5.0,
C,B,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,80.0,0.6,10.1,
C,C,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,97.1,3.5,18.8,
C,D,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,95.0,8.9,47.6,
C,E,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,60.3,6.3,7.1,
C,F,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,77.9,3.6,14.4,
C,G,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,23.8,3.7,7.4,
C,H,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,31.0,8.5,8.3,
C,I,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,50.5,3.0,14.6,
C,J,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,35.4,7.8,9.8,
C,K,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,63.1,0.4,6.7,
C,L,2021,344,12/10/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,61.0,1.6,10.3,
F,A,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.0,1.1,0.6,NA,0.3,1.9,
F,B,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.2,0.8,0.4,NA,0.3,1.9,
F,C,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.2,0.1,1.3,0.4,NA,0.0,2.1,
F,D,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.1,0.5,0.6,0.8,NA,0.0,1.4,
F,E,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.1,0.4,1.0,0.4,NA,0.2,1.8,
F,F,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.0,1.2,0.9,NA,0.2,2.0,
F,G,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.0,1.3,1.0,NA,5.0,5.0,
F,H,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.4,0.8,0.3,NA,0.2,3.8,
F,I,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.8,0.7,0.4,NA,0.1,2.4,
F,J,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,0.0,0.2,7.3,0.7,NA,20.1,4.6,
F,K,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,1.3,0.7,1.2,1.4,NA,0.6,4.1,
F,L,2022,25,1/25/2022,3/7/0202,2/26/2023,AES,1.2,0.5,1.5,0.7,NA,0.8,1.9,
S,A,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.5,1.2,0.4,NA,0.1,2.5,
S,B,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.0,1.3,0.9,NA,0.6,2.0,
S,C,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.2,0.7,0.3,NA,7.9,1.8,
S,D,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.0,1.3,1.4,NA,2.0,2.0,
S,E,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.1,1.1,0.3,1.2,NA,0.1,1.4,
S,F,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.1,1.3,1.0,NA,4.6,1.9,
S,G,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.4,0.8,1.1,NA,33.1,1.2,
S,H,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.0,0.5,0.0,NA,12.7,5.7,
S,I,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.1,1.0,1.1,NA,2.2,3.6,
S,J,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.0,0.4,1.4,NA,3.2,3.8,
S,K,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,NA,NA,NA,NA,NA,NA,NA,SAMPLE DESTROYED
S,L,2022,25,1/25/2022,3/7/2022,2/26/2023,AES,0.0,0.0,0.8,0.0,NA,7.4,2.4,
C,A,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.0,2.1,2.8,NA,0.8,2.3,
C,B,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.0,2.3,1.9,NA,0.1,4.5,
C,C,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.0,6.2,4.6,NA,16.9,6.8,
C,D,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.0,1.4,2.9,NA,6.8,1.5,
C,E,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.1,0.2,1.2,3.3,NA,4.1,2.3,
C,F,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.1,0.0,1.6,2.9,NA,26.8,3.3,
C,G,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.3,0.0,0.4,3.5,NA,6.7,1.2,
C,H,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.0,0.5,2.6,NA,7.7,2.8,
C,I,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.2,0.0,0.1,2.2,NA,13.7,1.6,
C,J,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.2,0.0,0.0,4.4,NA,2.2,1.8,
C,K,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.0,0.4,1.4,2.0,NA,0.4,1.3,
C,L,2022,25,1/25/2022,10/25/2022,2/26/2023,AES,0.1,0.0,1.2,1.8,NA,0.2,1.6,
S,A,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,1.0,3.8,
S,B,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,3.3,4.3,
S,C,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,0.5,3.8,
S,D,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,13.4,4.5,
S,E,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.3,4.2,
S,F,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.6,0.6,3.6,
S,G,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,13.3,6.8,
S,H,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.9,0.9,4.8,
S,I,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,2.4,4.8,
S,J,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.4,6.3,
S,K,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,11.8,4.4,
S,L,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,3.4,7.4,
C,A,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,4.7,3.8,
C,B,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.5,0.6,3.5,
C,C,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,2.9,4.4,1.6,
C,D,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.6,0.5,4.3,
C,E,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,2.1,2.0,3.2,
C,F,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,2.0,3.9,7.7,
C,G,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,0.0,2.6,
C,H,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,9.8,2.4,
C,I,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,7.4,4.1,
C,J,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,0.2,3.3,
C,K,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,2.0,1.5,2.9,
C,L,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,3.4,3.2,6.7,
F,A,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,10.2,6.5,
F,B,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.6,0.3,4.2,
F,C,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,2.9,4.1,
F,D,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,1.5,6.1,
F,E,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.1,4.8,
F,F,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.3,4.9,
F,G,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,5.2,11.4,
F,H,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.2,6.8,
F,I,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.6,4.0,
F,J,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,1.3,7.8,8.2,
F,K,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.6,5.3,
F,L,2022,112,4/22/2022,1/15/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,1.4,5.1,
F,A,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.3,0.0,0.0,19.8,20.1,2.7,2.5,
F,B,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.5,0.1,17.3,17.9,24.6,2.5,
F,C,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.1,0.0,0.1,20.2,20.3,1.1,1.8,
F,D,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.1,0.0,23.5,23.7,1.9,2.4,
F,E,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.4,0.1,16.7,17.2,2.8,2.1,
F,F,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.3,0.0,23.9,24.3,2.9,2.0,
F,G,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.0,0.0,16.2,16.2,1.7,2.2,
F,H,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.2,0.0,15.8,16.0,0.9,2.6,
F,I,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.3,0.0,20.6,20.9,1.7,2.4,
F,J,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.0,0.2,18.7,18.9,1.1,2.7,
F,K,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.0,0.1,17.5,17.7,3.6,1.7,
F,L,2022,161,6/10/2022,8/1/2022,12/12/2024,AES,0.0,0.1,0.1,18.3,18.4,1.5,2.4,
S,A,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,0.0,20.9,
S,B,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,1.1,0.4,22.9,
S,C,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,4.0,22.7,
S,D,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.4,20.9,
S,E,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,25.2,
S,F,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.7,24.2,
S,G,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,3.3,25.6,
S,H,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,17.4,
S,I,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,2.4,32.6,
S,J,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,2.5,23.9,
S,K,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,19.2,
S,L,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,1.6,17.6,
C,A,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,1.9,20.0,
C,B,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,16.4,
C,C,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,7.5,46.7,
C,D,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,1.6,12.3,
C,E,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,18.0,12.1,
C,F,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,6.8,13.5,
C,G,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,1.1,18.9,
C,H,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.7,15.1,
C,I,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.0,16.1,
C,J,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,1.7,16.7,
C,K,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,0.0,10.1,
C,L,2022,161,6/10/2022,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,6.8,2.7,5.5,
